label,rq,country,n,dbar,dbar_norm,t_hln,p_hln,q_hln
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,FR,127,-0.00635277038670354,-0.03184484314877007,-0.7110468456354793,0.4783694107019034,0.7036287115884732
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,GR,127,-0.19471763103336379,-0.11025913422047774,-3.17359434115924,0.0018921972269456688,0.0314375426172675
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,IE,127,-0.017773967050679202,-0.043064812318257664,-1.2583292856666748,0.21059940570922864,0.47117155175624037
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,IT,127,-0.057113272202304895,-0.08516242074425062,-2.2673386948026346,0.02507309078320641,0.15043854469923845
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,NL,127,-0.0028539417540454364,-0.01881491916340171,-0.4390674150461191,0.6613647091314925,0.8174170562299345
XM tirex2/ZS/cqr_static vs lstm_const/G/agaci_cqr,XM,PT,127,0.030701536835709625,0.04148105980121839,1.0094737436498564,0.3146821212555393,0.588261067200863
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,AT,127,-0.005439345538134175,-0.03138533548308284,-0.6610425344538421,0.5097919338396397,0.7292188844010793
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,BE,127,-0.013715350551699028,-0.06312604265057249,-1.343583952710313,0.18149764561240112,0.4420237863623053
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,ES,127,-0.018913707850688046,-0.04759211943867976,-1.3058321201149423,0.1939887503031954,0.45370465868246185
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,FI,127,-0.0014297165759744514,-0.008085119875889675,-0.24563905587879103,0.8063613164198724,0.8914547216702107
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,FR,127,-0.006283269446632846,-0.03149645238371493,-0.7433658897729168,0.458644038929124,0.6944012443840777
XM tirex2/ZS/cqr_static vs lgbm_const/G/cqr_rolling,XM,GR,127,-0.36856376875336533,-0.20869975580598252,-4.136521239664702,6.395997408747967e-05,0.005276697862217072
